18.00 -114.00 -62.00 | 41.00 -58.00 -69.00
35.00 -111.00 5.00 | 34.00 -67.00 -3.00
37.00 -112.00 2.00 | 34.00 -67.00 -9.00
39.00 -111.00 -3.00 | 34.00 -68.00 -12.00
40.00 -112.00 -8.00 | 35.00 -67.00 -17.00
40.00 -112.00 -14.00 | 33.00 -69.00 -24.00
40.00 -113.00 -16.00 | 32.00 -68.00 -25.00
39.00 -112.00 -20.00 | 30.00 -69.00 -30.00
37.00 -113.00 -27.00 | 28.00 -69.00 -33.00
37.00 -113.00 -30.00 | 24.00 -68.00 -40.00
33.00 -113.00 -37.00 | 20.00 -69.00 -46.00
31.00 -111.00 -43.00 | 19.00 -68.00 -50.00
30.00 -112.00 -48.00 | 13.00 -67.00 -55.00
26.00 -111.00 -52.00 | 9.00 -67.00 -59.00


26.00 -502.00 -359.00 | 53.00 -289.00 -356.00
10.00 -107.00 -74.00 | 15.00 -62.00 -72.00
11.00 -106.00 -73.00 | 18.00 -61.00 -72.00
15.00 -106.00 -71.00 | 22.00 -61.00 -71.00
2.00 -109.00 -70.00 | 9.00 -63.00 -69.00
-6.00 -109.00 -70.00 | 1.00 -63.00 -69.00
-10.00 -108.00 -73.00 | -5.00 -62.00 -73.00
-8.00 -107.00 -74.00 | -2.00 -61.00 -74.00
-7.00 -107.00 -74.00 | -1.00 -62.00 -75.00
-10.00 -107.00 -75.00 | -3.00 -61.00 -75.00
-14.00 -107.00 -75.00 | -12.00 -60.00 -77.00
-20.00 -107.00 -76.00 | -15.00 -60.00 -77.00
-23.00 -106.00 -76.00 | -20.00 -59.00 -78.00
-24.00 -105.00 -77.00 | -21.00 -59.00 -77.00
-27.00 -105.00 -77.00 | -23.00 -58.00 -78.00
-30.00 -105.00 -76.00 | -32.00 -56.00 -77.00
-40.00 -102.00 -76.00 | -38.00 -53.00 -77.00
-47.00 -101.00 -76.00 | -47.00 -52.00 -73.00
-47.00 -101.00 -75.00 | -46.00 -53.00 -72.00
-47.00 -102.00 -73.00 | -46.00 -53.00 -72.00
-49.00 -102.00 -73.00 | -48.00 -53.00 -71.00
-50.00 -101.00 -72.00 | -49.00 -52.00 -69.00
-53.00 -101.00 -71.00 | -51.00 -53.00 -68.00
-55.00 -101.00 -68.00 | -53.00 -52.00 -66.00
-56.00 -101.00 -68.00 | -57.00 -52.00 -63.00
-60.00 -101.00 -66.00 | -60.00 -51.00 -61.00
-61.00 -100.00 -64.00 | -61.00 -51.00 -60.00
-62.00 -99.00 -64.00 | -62.00 -50.00 -58.00
-63.00 -100.00 -62.00 | -64.00 -51.00 -57.00
-65.00 -100.00 -59.00 | -64.00 -50.00 -55.00
-67.00 -100.00 -59.00 | -67.00 -50.00 -52.00
-69.00 -99.00 -57.00 | -67.00 -51.00 -51.00
-72.00 -99.00 -54.00 | -69.00 -50.00 -48.00
-73.00 -98.00 -53.00 | -72.00 -49.00 -46.00
-75.00 -97.00 -51.00 | -72.00 -49.00 -45.00
-77.00 -98.00 -48.00 | -73.00 -48.00 -41.00
-82.00 -96.00 -43.00 | -76.00 -47.00 -36.00
-82.00 -95.00 -41.00 | -77.00 -47.00 -32.00
-82.00 -96.00 -38.00 | -77.00 -48.00 -31.00
-83.00 -97.00 -34.00 | -78.00 -47.00 -26.00
-84.00 -95.00 -33.00 | -79.00 -47.00 -23.00
-86.00 -95.00 -30.00 | -79.00 -46.00 -21.00
-85.00 -95.00 -28.00 | -79.00 -46.00 -17.00
-85.00 -94.00 -23.00 | -79.00 -45.00 -11.00
-86.00 -94.00 -18.00 | -79.00 -45.00 -10.00
-86.00 -94.00 -18.00 | -79.00 -45.00 -5.00
-86.00 -93.00 -11.00 | -78.00 -45.00 1.00
-85.00 -93.00 -4.00 | -76.00 -43.00 8.00
-84.00 -93.00 0.00 | -76.00 -43.00 10.00
-85.00 -93.00 1.00 | -76.00 -44.00 13.00
-83.00 -93.00 3.00 | -74.00 -44.00 15.00
-83.00 -94.00 6.00 | -73.00 -44.00 17.00
-82.00 -94.00 8.00 | -72.00 -43.00 20.00
-80.00 -92.00 12.00 | -70.00 -43.00 24.00
-79.00 -94.00 14.00 | -68.00 -43.00 25.00
-80.00 -92.00 15.00 | -67.00 -42.00 28.00
-77.00 -93.00 18.00 | -65.00 -43.00 30.00
-75.00 -94.00 21.00 | -62.00 -42.00 33.00
-73.00 -93.00 23.00 | -60.00 -43.00 35.00
-71.00 -95.00 24.00 | -57.00 -44.00 36.00
-68.00 -97.00 23.00 | -55.00 -45.00 36.00
-67.00 -97.00 24.00 | -52.00 -46.00 37.00
-64.00 -97.00 27.00 | -50.00 -46.00 40.00
-62.00 -97.00 29.00 | -46.00 -45.00 40.00
-62.00 -96.00 33.00 | -46.00 -45.00 43.00
-59.00 -95.00 35.00 | -43.00 -44.00 45.00
-57.00 -96.00 37.00 | -39.00 -45.00 47.00
-56.00 -96.00 36.00 | -38.00 -45.00 47.00
-54.00 -98.00 37.00 | -36.00 -46.00 46.00
-51.00 -99.00 37.00 | -33.00 -47.00 47.00
-50.00 -99.00 39.00 | -32.00 -46.00 47.00
-46.00 -99.00 40.00 | -29.00 -48.00 47.00
-44.00 -100.00 40.00 | -26.00 -48.00 49.00
-43.00 -99.00 41.00 | -23.00 -48.00 48.00
-38.00 -101.00 41.00 | -20.00 -50.00 47.00
-33.00 -102.00 42.00 | -15.00 -50.00 48.00
-30.00 -101.00 44.00 | -13.00 -50.00 48.00
-27.00 -99.00 47.00 | -9.00 -49.00 51.00
-23.00 -98.00 49.00 | -5.00 -47.00 53.00
-19.00 -99.00 51.00 | -3.00 -48.00 53.00
-12.00 -102.00 46.00 | 4.00 -50.00 50.00
-8.00 -104.00 42.00 | 8.00 -54.00 44.00
-8.00 -105.00 40.00 | 7.00 -55.00 43.00
-13.00 -105.00 41.00 | 4.00 -54.00 45.00
-9.00 -104.00 40.00 | 6.00 -55.00 43.00
-4.00 -107.00 39.00 | 11.00 -55.00 41.00
-2.00 -106.00 38.00 | 13.00 -56.00 40.00
6.00 -106.00 36.00 | 20.00 -56.00 37.00
12.00 -107.00 34.00 | 25.00 -57.00 35.00
15.00 -108.00 33.00 | 28.00 -57.00 33.00
17.00 -108.00 31.00 | 30.00 -57.00 31.00
20.00 -107.00 30.00 | 35.00 -57.00 28.00
24.00 -108.00 27.00 | 36.00 -58.00 26.00
28.00 -109.00 22.00 | 39.00 -59.00 21.00
29.00 -109.00 20.00 | 42.00 -60.00 16.00
31.00 -109.00 15.00 | 43.00 -60.00 14.00
35.00 -110.00 13.00 | 47.00 -59.00 12.00
36.00 -110.00 8.00 | 48.00 -60.00 7.00
36.00 -111.00 5.00 | 48.00 -61.00 0.00
39.00 -111.00 -1.00 | 50.00 -62.00 -3.00
41.00 -110.00 -8.00 | 50.00 -62.00 -11.00
41.00 -112.00 -11.00 | 50.00 -62.00 -16.00
41.00 -111.00 -18.00 | 50.00 -62.00 -20.00
40.00 -111.00 -27.00 | 49.00 -62.00 -29.00
40.00 -111.00 -31.00 | 48.00 -62.00 -35.00
39.00 -110.00 -36.00 | 46.00 -61.00 -38.00
39.00 -111.00 -39.00 | 46.00 -62.00 -43.00
38.00 -111.00 -44.00 | 44.00 -62.00 -47.00
34.00 -110.00 -48.00 | 39.00 -62.00 -52.00
32.00 -109.00 -54.00 | 38.00 -62.00 -54.00
29.00 -108.00 -60.00 | 35.00 -62.00 -61.00
27.00 -108.00 -62.00 | 32.00 -61.00 -63.00
25.00 -108.00 -64.00 | 31.00 -61.00 -66.00
23.00 -106.00 -66.00 | 27.00 -62.00 -67.00
19.00 -107.00 -69.00 | 23.00 -61.00 -68.00
16.00 -106.00 -71.00 | 22.00 -61.00 -70.00
14.00 -105.00 -71.00 | 19.00 -61.00 -71.00
11.00 -105.00 -73.00 | 17.00 -61.00 -72.00
8.00 -105.00 -74.00 | 15.00 -61.00 -73.00
7.00 -105.00 -74.00 | 12.00 -60.00 -74.00


12.00 -106.00 -67.00 | 16.00 -64.00 -67.00
11.00 -106.00 -70.00 | 14.00 -62.00 -69.00
11.00 -104.00 -74.00 | 14.00 -60.00 -74.00
3.00 -105.00 -74.00 | 7.00 -61.00 -73.00
4.00 -106.00 -72.00 | 6.00 -61.00 -71.00
8.00 -106.00 -72.00 | 11.00 -61.00 -72.00
8.00 -105.00 -72.00 | 10.00 -61.00 -72.00
6.00 -105.00 -73.00 | 10.00 -62.00 -72.00
4.00 -105.00 -72.00 | 8.00 -61.00 -72.00
2.00 -106.00 -74.00 | 5.00 -62.00 -73.00
-1.00 -105.00 -75.00 | 4.00 -61.00 -73.00
-3.00 -104.00 -75.00 | -1.00 -61.00 -75.00
-5.00 -104.00 -75.00 | -4.00 -59.00 -76.00
-12.00 -104.00 -76.00 | -9.00 -60.00 -76.00
-17.00 -104.00 -77.00 | -20.00 -60.00 -74.00
-22.00 -103.00 -77.00 | -22.00 -59.00 -75.00
-22.00 -103.00 -78.00 | -23.00 -58.00 -77.00
-23.00 -103.00 -79.00 | -26.00 -56.00 -78.00
-29.00 -101.00 -81.00 | -30.00 -55.00 -78.00
-32.00 -100.00 -82.00 | -34.00 -54.00 -79.00
-32.00 -100.00 -83.00 | -36.00 -54.00 -79.00
-36.00 -99.00 -82.00 | -37.00 -54.00 -77.00
-40.00 -99.00 -81.00 | -43.00 -52.00 -76.00
-41.00 -99.00 -80.00 | -44.00 -52.00 -74.00
-43.00 -99.00 -80.00 | -46.00 -52.00 -72.00
-46.00 -99.00 -79.00 | -47.00 -51.00 -73.00
-49.00 -98.00 -79.00 | -51.00 -51.00 -72.00
-51.00 -97.00 -77.00 | -52.00 -50.00 -70.00
-54.00 -97.00 -77.00 | -55.00 -49.00 -71.00
-55.00 -98.00 -76.00 | -57.00 -49.00 -67.00
-59.00 -97.00 -73.00 | -61.00 -49.00 -63.00
-63.00 -97.00 -70.00 | -63.00 -49.00 -62.00
-64.00 -97.00 -68.00 | -65.00 -49.00 -57.00
-68.00 -96.00 -66.00 | -68.00 -48.00 -55.00
-69.00 -96.00 -63.00 | -68.00 -48.00 -52.00
-71.00 -95.00 -60.00 | -71.00 -48.00 -47.00
-77.00 -94.00 -55.00 | -76.00 -46.00 -40.00
-79.00 -95.00 -50.00 | -76.00 -45.00 -35.00
-81.00 -94.00 -45.00 | -77.00 -46.00 -33.00
-81.00 -94.00 -44.00 | -79.00 -45.00 -30.00
-83.00 -94.00 -39.00 | -81.00 -45.00 -25.00
-85.00 -94.00 -38.00 | -80.00 -44.00 -23.00
-86.00 -93.00 -36.00 | -81.00 -44.00 -21.00
-88.00 -93.00 -31.00 | -82.00 -43.00 -18.00
-86.00 -93.00 -27.00 | -81.00 -43.00 -12.00
-88.00 -92.00 -23.00 | -82.00 -43.00 -7.00
-88.00 -92.00 -19.00 | -81.00 -43.00 -6.00
-88.00 -92.00 -18.00 | -80.00 -42.00 -1.00
-87.00 -92.00 -14.00 | -79.00 -42.00 3.00
-87.00 -91.00 -9.00 | -78.00 -42.00 8.00
-87.00 -93.00 -5.00 | -77.00 -42.00 11.00
-86.00 -92.00 -4.00 | -76.00 -41.00 14.00
-85.00 -92.00 2.00 | -74.00 -39.00 19.00
-83.00 -92.00 6.00 | -73.00 -40.00 22.00
-84.00 -92.00 9.00 | -71.00 -40.00 26.00
-81.00 -92.00 14.00 | -67.00 -40.00 31.00
-78.00 -93.00 18.00 | -66.00 -39.00 33.00
-78.00 -93.00 19.00 | -62.00 -40.00 35.00
-72.00 -95.00 21.00 | -57.00 -42.00 37.00
-71.00 -95.00 21.00 | -55.00 -41.00 41.00
-69.00 -93.00 30.00 | -54.00 -40.00 42.00
-67.00 -92.00 32.00 | -50.00 -40.00 46.00
-63.00 -95.00 33.00 | -44.00 -42.00 47.00
-61.00 -95.00 34.00 | -42.00 -41.00 48.00
-54.00 -99.00 34.00 | -37.00 -45.00 45.00
-53.00 -99.00 33.00 | -35.00 -45.00 45.00
-53.00 -99.00 34.00 | -35.00 -45.00 45.00
-53.00 -97.00 39.00 | -35.00 -43.00 51.00
-52.00 -95.00 41.00 | -33.00 -42.00 52.00
-50.00 -96.00 43.00 | -29.00 -43.00 53.00
-41.00 -96.00 47.00 | -21.00 -43.00 56.00
-37.00 -97.00 46.00 | -17.00 -45.00 55.00
-37.00 -99.00 47.00 | -18.00 -45.00 55.00
-36.00 -98.00 46.00 | -17.00 -44.00 55.00
-33.00 -98.00 47.00 | -15.00 -45.00 54.00
-31.00 -99.00 48.00 | -13.00 -45.00 55.00
-30.00 -98.00 47.00 | -11.00 -46.00 54.00
-23.00 -99.00 49.00 | -5.00 -46.00 55.00
-19.00 -100.00 49.00 | 0.00 -46.00 55.00
-15.00 -100.00 48.00 | 3.00 -47.00 54.00
-9.00 -99.00 50.00 | 9.00 -47.00 55.00
-6.00 -99.00 49.00 | 14.00 -47.00 55.00
-1.00 -99.00 50.00 | 17.00 -47.00 54.00
8.00 -99.00 48.00 | 25.00 -47.00 52.00
14.00 -101.00 44.00 | 31.00 -48.00 48.00
17.00 -99.00 43.00 | 36.00 -48.00 44.00
22.00 -100.00 41.00 | 38.00 -48.00 45.00
25.00 -102.00 37.00 | 41.00 -50.00 40.00
29.00 -102.00 34.00 | 46.00 -52.00 32.00
33.00 -104.00 26.00 | 47.00 -53.00 27.00
37.00 -107.00 19.00 | 49.00 -55.00 19.00
38.00 -107.00 15.00 | 51.00 -56.00 16.00
41.00 -108.00 7.00 | 53.00 -57.00 8.00
41.00 -108.00 6.00 | 54.00 -59.00 3.00
41.00 -108.00 0.00 | 53.00 -59.00 0.00
43.00 -109.00 -2.00 | 54.00 -59.00 -3.00
45.00 -108.00 -3.00 | 55.00 -59.00 -6.00
44.00 -108.00 -8.00 | 55.00 -60.00 -9.00
45.00 -109.00 -12.00 | 56.00 -59.00 -13.00
45.00 -109.00 -18.00 | 54.00 -61.00 -19.00
45.00 -108.00 -21.00 | 54.00 -61.00 -24.00
45.00 -108.00 -26.00 | 54.00 -61.00 -27.00
45.00 -108.00 -30.00 | 52.00 -61.00 -31.00
45.00 -107.00 -32.00 | 52.00 -61.00 -35.00
42.00 -109.00 -37.00 | 50.00 -62.00 -38.00
38.00 -109.00 -43.00 | 46.00 -63.00 -42.00
38.00 -107.00 -46.00 | 44.00 -61.00 -49.00
36.00 -106.00 -52.00 | 43.00 -61.00 -52.00
34.00 -107.00 -53.00 | 40.00 -61.00 -56.00
31.00 -105.00 -61.00 | 36.00 -62.00 -60.00
29.00 -105.00 -62.00 | 31.00 -61.00 -63.00
25.00 -105.00 -66.00 | 31.00 -60.00 -64.00
24.00 -105.00 -67.00 | 27.00 -61.00 -67.00
19.00 -105.00 -68.00 | 24.00 -63.00 -66.00
19.00 -105.00 -67.00 | 24.00 -61.00 -65.00
18.00 -105.00 -67.00 | 20.00 -63.00 -66.00
15.00 -107.00 -67.00 | 19.00 -63.00 -66.00
16.00 -106.00 -67.00 | 20.00 -62.00 -66.00
15.00 -106.00 -67.00 | 20.00 -63.00 -66.00
15.00 -106.00 -68.00 | 20.00 -63.00 -65.00


19.00 -109.00 -60.00 | 37.00 -61.00 -61.00
18.00 -108.00 -63.00 | 35.00 -58.00 -68.00
16.00 -108.00 -67.00 | 34.00 -57.00 -71.00
19.00 -108.00 -64.00 | 36.00 -57.00 -69.00
20.00 -108.00 -63.00 | 35.00 -59.00 -65.00
19.00 -109.00 -62.00 | 36.00 -59.00 -65.00
20.00 -109.00 -62.00 | 37.00 -59.00 -65.00
19.00 -110.00 -61.00 | 34.00 -59.00 -65.00
10.00 -107.00 -68.00 | 27.00 -59.00 -72.00
7.00 -108.00 -69.00 | 25.00 -59.00 -74.00
5.00 -108.00 -70.00 | 23.00 -59.00 -74.00
5.00 -105.00 -72.00 | 22.00 -58.00 -78.00
3.00 -106.00 -74.00 | 21.00 -57.00 -79.00
5.00 -105.00 -75.00 | 23.00 -56.00 -80.00
4.00 -105.00 -75.00 | 22.00 -56.00 -81.00
1.00 -104.00 -76.00 | 17.00 -56.00 -83.00
-2.00 -105.00 -79.00 | 14.00 -55.00 -84.00
-2.00 -104.00 -78.00 | 14.00 -55.00 -86.00
-5.00 -104.00 -80.00 | 12.00 -54.00 -87.00
-10.00 -103.00 -82.00 | 4.00 -54.00 -89.00
-17.00 -102.00 -82.00 | -1.00 -53.00 -89.00
-29.00 -102.00 -81.00 | -16.00 -53.00 -88.00
-35.00 -101.00 -80.00 | -25.00 -53.00 -86.00
-38.00 -102.00 -78.00 | -24.00 -53.00 -84.00
-38.00 -102.00 -77.00 | -25.00 -54.00 -83.00
-40.00 -101.00 -78.00 | -27.00 -53.00 -84.00
-40.00 -102.00 -77.00 | -29.00 -53.00 -83.00
-44.00 -101.00 -77.00 | -30.00 -52.00 -82.00
-50.00 -101.00 -74.00 | -36.00 -53.00 -80.00
-53.00 -99.00 -73.00 | -40.00 -51.00 -78.00
-55.00 -99.00 -72.00 | -43.00 -51.00 -78.00
-55.00 -101.00 -69.00 | -42.00 -52.00 -74.00
-54.00 -101.00 -68.00 | -41.00 -54.00 -73.00
-55.00 -101.00 -66.00 | -42.00 -55.00 -71.00
-58.00 -101.00 -65.00 | -45.00 -54.00 -69.00
-60.00 -101.00 -64.00 | -49.00 -52.00 -68.00
-65.00 -99.00 -61.00 | -52.00 -53.00 -64.00
-66.00 -100.00 -59.00 | -54.00 -53.00 -64.00
-69.00 -99.00 -57.00 | -56.00 -52.00 -61.00
-70.00 -98.00 -56.00 | -57.00 -52.00 -60.00
-73.00 -98.00 -53.00 | -59.00 -52.00 -56.00
-76.00 -97.00 -51.00 | -64.00 -51.00 -52.00
-77.00 -96.00 -46.00 | -65.00 -51.00 -50.00
-78.00 -97.00 -42.00 | -66.00 -52.00 -45.00
-78.00 -97.00 -41.00 | -65.00 -52.00 -42.00
-80.00 -97.00 -38.00 | -65.00 -52.00 -41.00
-80.00 -97.00 -35.00 | -67.00 -52.00 -38.00
-81.00 -97.00 -34.00 | -68.00 -52.00 -35.00
-82.00 -96.00 -30.00 | -69.00 -52.00 -31.00
-81.00 -97.00 -25.00 | -69.00 -52.00 -28.00
-82.00 -97.00 -21.00 | -69.00 -52.00 -23.00
-81.00 -97.00 -18.00 | -68.00 -53.00 -18.00
-82.00 -97.00 -13.00 | -68.00 -53.00 -14.00
-82.00 -97.00 -8.00 | -67.00 -51.00 -9.00
-80.00 -98.00 -6.00 | -66.00 -52.00 -2.00
-78.00 -98.00 0.00 | -65.00 -51.00 1.00
-77.00 -98.00 6.00 | -62.00 -53.00 5.00
-75.00 -99.00 7.00 | -61.00 -52.00 10.00
-74.00 -98.00 10.00 | -59.00 -52.00 11.00
-71.00 -98.00 14.00 | -57.00 -52.00 14.00
-69.00 -99.00 16.00 | -54.00 -52.00 17.00
-70.00 -98.00 18.00 | -53.00 -52.00 21.00
-67.00 -98.00 21.00 | -51.00 -52.00 24.00
-65.00 -98.00 24.00 | -48.00 -52.00 27.00
-64.00 -97.00 28.00 | -46.00 -51.00 31.00
-61.00 -97.00 31.00 | -43.00 -51.00 32.00
-59.00 -97.00 33.00 | -40.00 -51.00 35.00
-54.00 -98.00 36.00 | -34.00 -51.00 37.00
-50.00 -98.00 39.00 | -32.00 -51.00 39.00
-48.00 -98.00 40.00 | -29.00 -51.00 41.00
-46.00 -98.00 41.00 | -26.00 -52.00 42.00
-40.00 -98.00 43.00 | -21.00 -52.00 44.00
-37.00 -99.00 46.00 | -19.00 -52.00 45.00
-34.00 -98.00 46.00 | -15.00 -50.00 47.00
-30.00 -97.00 49.00 | -10.00 -51.00 47.00
-25.00 -98.00 50.00 | -8.00 -51.00 49.00
-20.00 -100.00 50.00 | 0.00 -53.00 47.00
-16.00 -101.00 46.00 | 4.00 -54.00 44.00
-13.00 -103.00 45.00 | 6.00 -55.00 42.00
-8.00 -103.00 43.00 | 11.00 -56.00 41.00
-3.00 -104.00 42.00 | 15.00 -56.00 40.00
1.00 -104.00 42.00 | 19.00 -55.00 40.00
7.00 -105.00 39.00 | 23.00 -56.00 37.00
13.00 -105.00 39.00 | 30.00 -55.00 36.00
16.00 -104.00 38.00 | 33.00 -54.00 35.00
17.00 -104.00 38.00 | 34.00 -54.00 33.00
21.00 -104.00 34.00 | 38.00 -54.00 31.00
25.00 -105.00 31.00 | 42.00 -54.00 28.00
27.00 -106.00 29.00 | 44.00 -55.00 25.00
32.00 -105.00 24.00 | 49.00 -55.00 20.00
36.00 -105.00 21.00 | 52.00 -55.00 17.00
36.00 -106.00 20.00 | 53.00 -56.00 15.00
37.00 -106.00 18.00 | 54.00 -55.00 13.00
39.00 -106.00 15.00 | 56.00 -56.00 11.00
40.00 -106.00 13.00 | 57.00 -54.00 9.00
42.00 -108.00 9.00 | 58.00 -55.00 4.00
43.00 -107.00 6.00 | 60.00 -55.00 2.00
42.00 -107.00 5.00 | 61.00 -55.00 -1.00
45.00 -107.00 3.00 | 61.00 -56.00 -2.00
46.00 -107.00 -2.00 | 63.00 -56.00 -6.00
47.00 -107.00 -3.00 | 63.00 -56.00 -8.00
48.00 -107.00 -8.00 | 64.00 -55.00 -13.00
49.00 -107.00 -12.00 | 65.00 -54.00 -17.00
50.00 -107.00 -15.00 | 64.00 -54.00 -19.00
49.00 -108.00 -18.00 | 63.00 -55.00 -23.00
47.00 -108.00 -20.00 | 63.00 -56.00 -26.00
45.00 -109.00 -23.00 | 61.00 -56.00 -28.00
44.00 -110.00 -27.00 | 58.00 -58.00 -33.00
43.00 -109.00 -30.00 | 57.00 -57.00 -36.00
43.00 -110.00 -33.00 | 58.00 -57.00 -39.00
42.00 -109.00 -35.00 | 57.00 -57.00 -41.00
41.00 -108.00 -40.00 | 55.00 -56.00 -45.00
40.00 -108.00 -44.00 | 55.00 -56.00 -50.00
40.00 -107.00 -47.00 | 54.00 -57.00 -53.00
38.00 -107.00 -51.00 | 52.00 -56.00 -57.00
36.00 -106.00 -55.00 | 51.00 -55.00 -62.00
36.00 -105.00 -57.00 | 50.00 -54.00 -63.00
33.00 -105.00 -61.00 | 48.00 -54.00 -66.00
31.00 -105.00 -62.00 | 44.00 -55.00 -70.00
28.00 -105.00 -65.00 | 43.00 -55.00 -71.00


14.00 -108.00 -64.00 | 31.00 -61.00 -63.00
16.00 -108.00 -64.00 | 32.00 -60.00 -65.00
18.00 -108.00 -63.00 | 34.00 -60.00 -66.00
17.00 -108.00 -63.00 | 30.00 -60.00 -66.00
15.00 -108.00 -64.00 | 31.00 -60.00 -66.00
17.00 -107.00 -66.00 | 33.00 -58.00 -68.00
16.00 -108.00 -65.00 | 32.00 -59.00 -67.00
15.00 -107.00 -65.00 | 31.00 -59.00 -68.00
10.00 -106.00 -70.00 | 27.00 -59.00 -71.00
5.00 -108.00 -68.00 | 21.00 -60.00 -73.00
2.00 -107.00 -72.00 | 20.00 -59.00 -75.00
-1.00 -107.00 -71.00 | 17.00 -59.00 -75.00
-4.00 -107.00 -72.00 | 14.00 -58.00 -75.00
-6.00 -106.00 -73.00 | 12.00 -59.00 -77.00
-7.00 -107.00 -72.00 | 9.00 -59.00 -78.00
-9.00 -107.00 -73.00 | 8.00 -59.00 -79.00
-11.00 -107.00 -74.00 | 5.00 -58.00 -80.00
-14.00 -106.00 -75.00 | 3.00 -59.00 -80.00
-15.00 -105.00 -75.00 | 1.00 -58.00 -81.00
-17.00 -106.00 -74.00 | -4.00 -58.00 -82.00
-21.00 -104.00 -76.00 | -4.00 -57.00 -82.00
-23.00 -104.00 -77.00 | -7.00 -57.00 -81.00
-24.00 -103.00 -77.00 | -9.00 -55.00 -83.00
-27.00 -103.00 -78.00 | -13.00 -55.00 -85.00
-30.00 -102.00 -78.00 | -17.00 -54.00 -86.00
-31.00 -101.00 -79.00 | -18.00 -54.00 -85.00
-31.00 -102.00 -79.00 | -20.00 -54.00 -85.00
-34.00 -102.00 -78.00 | -23.00 -54.00 -84.00
-37.00 -101.00 -77.00 | -23.00 -54.00 -83.00
-38.00 -101.00 -78.00 | -26.00 -53.00 -83.00
-39.00 -101.00 -78.00 | -26.00 -53.00 -83.00
-41.00 -101.00 -77.00 | -30.00 -53.00 -83.00
-44.00 -99.00 -78.00 | -33.00 -53.00 -81.00
-47.00 -100.00 -74.00 | -33.00 -52.00 -81.00
-48.00 -100.00 -73.00 | -38.00 -54.00 -77.00
-51.00 -100.00 -71.00 | -41.00 -53.00 -75.00
-54.00 -99.00 -71.00 | -43.00 -53.00 -74.00
-56.00 -99.00 -69.00 | -45.00 -53.00 -72.00
-59.00 -98.00 -69.00 | -47.00 -53.00 -72.00
-59.00 -98.00 -68.00 | -48.00 -52.00 -71.00
-62.00 -99.00 -66.00 | -50.00 -52.00 -68.00
-65.00 -98.00 -63.00 | -52.00 -52.00 -67.00
-67.00 -98.00 -62.00 | -56.00 -51.00 -63.00
-70.00 -97.00 -60.00 | -59.00 -52.00 -60.00
-72.00 -97.00 -58.00 | -60.00 -51.00 -60.00
-73.00 -97.00 -54.00 | -62.00 -50.00 -56.00
-75.00 -97.00 -51.00 | -64.00 -51.00 -51.00
-78.00 -96.00 -47.00 | -66.00 -51.00 -47.00
-80.00 -95.00 -44.00 | -68.00 -51.00 -44.00
-81.00 -96.00 -39.00 | -70.00 -51.00 -37.00
-82.00 -96.00 -36.00 | -70.00 -51.00 -35.00
-82.00 -96.00 -31.00 | -70.00 -51.00 -30.00
-84.00 -94.00 -26.00 | -69.00 -52.00 -27.00
-82.00 -95.00 -23.00 | -70.00 -51.00 -21.00
-85.00 -95.00 -18.00 | -71.00 -51.00 -16.00
-84.00 -96.00 -15.00 | -71.00 -52.00 -12.00
-82.00 -95.00 -8.00 | -68.00 -52.00 -5.00
-81.00 -96.00 -1.00 | -66.00 -51.00 1.00
-80.00 -96.00 1.00 | -65.00 -51.00 3.00
-77.00 -98.00 5.00 | -62.00 -51.00 8.00
-76.00 -96.00 9.00 | -60.00 -51.00 13.00
-73.00 -97.00 13.00 | -57.00 -52.00 18.00
-71.00 -97.00 16.00 | -54.00 -52.00 20.00
-67.00 -97.00 22.00 | -49.00 -52.00 26.00
-65.00 -98.00 25.00 | -46.00 -51.00 30.00
-63.00 -98.00 26.00 | -44.00 -51.00 30.00
-60.00 -100.00 28.00 | -41.00 -51.00 32.00
-57.00 -99.00 30.00 | -36.00 -52.00 33.00
-55.00 -99.00 31.00 | -34.00 -52.00 34.00
-53.00 -99.00 34.00 | -32.00 -52.00 37.00
-49.00 -99.00 37.00 | -27.00 -52.00 39.00
-47.00 -100.00 38.00 | -24.00 -52.00 41.00
-43.00 -100.00 40.00 | -22.00 -53.00 41.00
-38.00 -100.00 41.00 | -18.00 -54.00 41.00
-33.00 -101.00 42.00 | -9.00 -53.00 43.00
-31.00 -99.00 45.00 | -10.00 -52.00 46.00
-30.00 -99.00 47.00 | -9.00 -52.00 47.00
-26.00 -99.00 47.00 | -4.00 -53.00 46.00
-21.00 -100.00 47.00 | -1.00 -53.00 47.00
-17.00 -101.00 47.00 | 2.00 -53.00 45.00
-15.00 -102.00 46.00 | 7.00 -54.00 43.00
-9.00 -104.00 44.00 | 11.00 -55.00 43.00
-4.00 -103.00 44.00 | 16.00 -55.00 42.00
-1.00 -104.00 42.00 | 21.00 -55.00 39.00
7.00 -105.00 38.00 | 28.00 -56.00 34.00
12.00 -106.00 34.00 | 31.00 -56.00 31.00
14.00 -107.00 31.00 | 35.00 -56.00 29.00
17.00 -108.00 31.00 | 37.00 -57.00 27.00
20.00 -106.00 29.00 | 39.00 -56.00 27.00
19.00 -107.00 30.00 | 39.00 -56.00 27.00
22.00 -106.00 31.00 | 42.00 -56.00 27.00
23.00 -106.00 29.00 | 42.00 -56.00 26.00
25.00 -106.00 29.00 | 45.00 -55.00 25.00
29.00 -105.00 26.00 | 47.00 -55.00 23.00
